HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text
LI - MSSA 78.2bbbb/Gardena West,1067454920,HPSA Population,Primary Care,15,10,CA,Designated,29/07/2022,29/07/2022,Unknown,06037602505,Not applicable,,1.9563,29849,15.9,15258:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,"Census Tract 6025.05, Los Angeles County, California",,CA,CT,Census Tract,Low Income Population HPSA,5869,23980,0,LI,,3000:1,,7.9937,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 78.2bbbb/Gardena West,1067454920,HPSA Population,Primary Care,15,10,CA,Designated,29/07/2022,29/07/2022,Unknown,06037602506,Not applicable,,1.9563,29849,15.9,15258:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,"Census Tract 6025.06, Los Angeles County, California",,CA,CT,Census Tract,Low Income Population HPSA,5869,23980,0,LI,,3000:1,,7.9937,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 78.2bbbb/Gardena West,1067454920,HPSA Population,Primary Care,15,10,CA,Designated,29/07/2022,29/07/2022,Unknown,06037602507,Not applicable,,1.9563,29849,15.9,15258:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,"Census Tract 6025.07, Los Angeles County, California",,CA,CT,Census Tract,Low Income Population HPSA,5869,23980,0,LI,,3000:1,,7.9937,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
MSSA 223 &amp; 224/Junction City/Weaverville,1067437686,Geographic HPSA,Primary Care,13,16,CA,Designated,10/04/2023,10/04/2023,Unknown,06105000101,Not applicable,,2.1,8401,20.7,4000:1,Geographic Population,Rural,,,,N,"Trinity County, CA",,Region 9,CA,06105,06,California,Trinity,105,1,,,"Census Tract 1.01, Trinity County, California",,CA,CT,Census Tract,Geographic Population,7350,1051,0,TRC,,3500:1,,0.3,D,Hpsa Geo,,06,California,Not Applicable,R,CA,06105,06,California,N,N,27/03/2024,03/27/2024
MSSA 223 &amp; 224/Junction City/Weaverville,1067437686,Geographic HPSA,Primary Care,13,16,CA,Designated,10/04/2023,10/04/2023,Unknown,06105000102,Not applicable,,2.1,8401,20.7,4000:1,Geographic Population,Rural,,,,N,"Trinity County, CA",,Region 9,CA,06105,06,California,Trinity,105,1,,,"Census Tract 1.02, Trinity County, California",,CA,CT,Census Tract,Geographic Population,7350,1051,0,TRC,,3500:1,,0.3,D,Hpsa Geo,,06,California,Not Applicable,R,CA,06105,06,California,N,N,27/03/2024,03/27/2024
MSSA 223 &amp; 224/Junction City/Weaverville,1067437686,Geographic HPSA,Primary Care,13,16,CA,Designated,10/04/2023,10/04/2023,Unknown,06105000200,Not applicable,,2.1,8401,20.7,4000:1,Geographic Population,Rural,,,,N,"Trinity County, CA",,Region 9,CA,06105,06,California,Trinity,105,1,,,"Census Tract 2, Trinity County, California",,CA,CT,Census Tract,Geographic Population,7350,1051,0,TRC,,3500:1,,0.3,D,Hpsa Geo,,06,California,Not Applicable,R,CA,06105,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019002400,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,24,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019002000,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,20,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019002100,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,21,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019002200,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,22,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019002300,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,23,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019000100,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,1,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,N,N,27/03/2024,03/27/2024
"MSSAs 35c,35e/Fresno W Central/Fresno S & W",1067426263,High Needs Geographic HPSA,Primary Care,17,NA,CA,Withdrawn,11/10/2016,02/01/2024,Unknown,06019004701,Not applicable,02/01/2024,31.15,171735,39.2,5513:1,Geographic Population,,,,,N,"Fresno County, CA",,Region 9,CA,06019,06,California,Fresno,019,1,,,47.01,,CA,CT,Census Tract,Geographic Population,93450,78285,0,TRC,,3000:1,,26.09,W,Hpsa Geo HN,01/02/2024,06,California,Not Applicable,,CA,06019,06,California,U,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001006,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 10.06, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001007,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 10.07, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001200,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 12, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047000901,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 9.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001301,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 13.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001302,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 13.02, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001401,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 14.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001402,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 14.02, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001501,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 15.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001502,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 15.02, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001503,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 15.03, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001601,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 16.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001604,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 16.04, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001700,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 17, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001801,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 18.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047000903,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 9.03, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047000904,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 9.04, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001003,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 10.03, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001004,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 10.04, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001005,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 10.05, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047002601,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 26.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047002602,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 26.02, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001101,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 11.01, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 97.1 &amp; 97.2/Merced/Merced Southwest,1065316123,HPSA Population,Primary Care,11,18,CA,Designated,10/04/2023,10/04/2023,Unknown,06047001603,Not applicable,,13.0957,47549,23.1,3631:1,Low Income Population HPSA,Unknown,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,"Census Tract 16.03, Merced County, California",,CA,CT,Census Tract,Low Income Population HPSA,39287,8262,0,LI,,3000:1,,2.7543,D,Hpsa Pop,,06,California,Not Applicable,U,CA,06047,06,California,N,N,27/03/2024,03/27/2024
MSSA 220/Dairyville/Paynes Creek,1065307746,High Needs Geographic HPSA,Primary Care,15,17,CA,Designated,20/08/2009,10/09/2021,Unknown,06103000100,Not applicable,,0,4829,14.2,,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,"Census Tract 1, Tehama County, California",,CA,CT,Census Tract,Geographic Population,0,4829,0,TRC,,3000:1,,1.61,D,Hpsa Geo HN,,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
SOUTHERN SIERRA MEDICAL CLINIC,1065298227,Rural Health Clinic,Primary Care,15,16,CA,Withdrawn,22/12/2020,05/02/2024,Unknown,POINT,,05/02/2024,,17199,,,,Rural,-117.6688689,35.64096772,,N,"Kern County, CA",93555,Region 9,CA,06029,06,California,Kern,029,1,105 E Sydnor Ave,Ridgecrest,SOUTHERN SIERRA MEDICAL CLINIC,1065298227,,UNK,Unknown,Rural Health Clinic,,,0,,93555-5546,,,,W,RHC,02/05/2024,06,California,,R,CA,06029,06,California,N,N,27/03/2024,03/27/2024
ME - MSSA 219/Paskenta/Rancho Tehama,1065294205,HPSA Population,Primary Care,10,12,CA,Designated,27/11/2020,27/11/2020,Unknown,06103000300,Not applicable,,0,1425,17.9,,Medicaid Eligible Population HPSA,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,"Census Tract 3, Tehama County, California",,CA,CT,Census Tract,Medicaid Eligible Population HPSA,0,1425,0,M,,3000:1,,0.48,D,Hpsa Pop,,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
NARAYAN MEDICAL CLINIC,1065281831,Rural Health Clinic,Primary Care,16,17,CA,Designated,28/12/2021,28/12/2021,Unknown,POINT,,,,249190,,,,Rural,-119.3978671,36.54595766,,N,"Tulare County, CA",93618,Region 9,CA,06107,06,California,Tulare,107,1,317 W El Monte Way,Dinuba,NARAYAN MEDICAL CLINIC,1065281831,,UNK,Unknown,Rural Health Clinic,,,0,,93618-1557,,,,D,RHC,,06,California,,R,CA,06107,06,California,N,N,27/03/2024,03/27/2024
FCC - Victorville,1065256735,Correctional Facility,Primary Care,12, 0,CA,Designated,30/01/2019,04/11/2021,Unknown,POINT,12,,0,1080,,,,Non-Rural,-117.361277,34.569803,,N,"San Bernardino County, CA",92394,Region 9,CA,06071,06,California,San Bernardino,071,1,13777 Air Expressway Blvd,Victorville,FCC - Victorville,1065256735,,UNK,Unknown,Correctional Facility,,,0,,92394-0510,1000:0,,1.08,D,PRSN,,06,California,,N,CA,06071,06,California,N,N,27/03/2024,03/27/2024
LI - MSSA 78.2ooo/Paramount North/Willowbrook,1065225886,HPSA Population,Primary Care,17,13,CA,Designated,18/07/2022,18/07/2022,Unknown,06037540000,Not applicable,,6.4755,68164,19,10526:1,Low Income Population HPSA,Non-Rural,,,,N,"Los Angeles County, CA",,Region 9,CA,06037,06,California,Los Angeles,037,1,,,"Census Tract 5400, Los Angeles County, California",,CA,CT,Census Tract,Low Income Population HPSA,19426,48738,0,LI,,3000:1,,16.2445,D,Hpsa Pop,,06,California,Not Applicable,N,CA,06037,06,California,N,N,27/03/2024,03/27/2024
